,IMDb Id,Adversaries/Others(split)
4601,0811765,Idmon
4602,0811765,Idas
4603,0811765,Ankh
4604,0811765,Lakh
4605,0811765,Naia
4606,0811765,Voice of the Oracle
4607,0811765,Trog
4608,0562923,Vardan
4609,0562923,Andred
4610,0562923,Kelner
4611,0562923,Borusa
4612,0562923,Lord Gomer
4613,0562923,Lord Savar
4614,0562923,Gold Usher
4615,0562923,Guard
4616,0562923,Castellan Guard
4617,0562923,Bodyguard
4618,0562923,Extra
4619,0562923,Outsider
4620,0562923,Gallifreyan Guard
4621,0811697,Borusa
4622,0811697,Andred
4623,0811697,Gold Usher
4624,0811697,Lord Gomer
4625,0811697,Kelner
4626,0811697,Vardan
4627,0811697,Guard
4628,0811697,Rodan
4629,0811697,Castellan Guard
4630,0811697,Bodyguard
4631,0811698,Borusa
4632,0811698,Kelner
4633,0811698,Lord Gomer
4634,0811698,Vardan
4635,0811698,Gold Usher
4636,0811698,Rodan
4637,0811698,Andred
4638,0811698,Ablif
4639,0811698,Jasko
4640,0811698,Bodyguard
4641,0811698,Nesbin
4642,0811698,Presta
4643,0811698,Guard
4644,0811698,Castellan Guard
4645,0811698,Time Lord
4646,0811698,Outcast Time Lord
4647,0811699,Andred
4648,0811699,Kelner
4649,0811699,Castellan Guard
4650,0811699,Nesbin
4651,0811699,Rodan
4652,0811699,Ablif
4653,0811699,Presta
4654,0811699,Jasko
4655,0811699,Vardan
4656,0811699,Stor
4657,0811699,Guard
4658,0811699,Sontaran
4659,0811699,Bodyguard
4660,0811699,Gallifreyan
4661,0811699,Outcast Time Lord
4662,0811700,Stor
4663,0811700,Borusa
4664,0811700,Kelner
4665,0811700,Andred
4666,0811700,Rodan
4667,0811700,Nesbin
4668,0811700,Ablif
4669,0811700,Presta
4670,0811700,Jasko
4671,0811700,Sontaran
4672,0811700,Outcast Time Lord
4673,0811701,Stor
4674,0811701,Borusa
4675,0811701,Rodan
4676,0811701,Kelner
4677,0811701,Sontaran
4678,0811701,Andred
4679,0811701,Nesbin
4680,0811701,Presta
4681,0811701,Outcast Time Lord
4682,0562946,The Guardian
4683,0562946,Garron
4684,0562946,Unstoffe
4685,0562946,Graff Vynda-K
4686,0562946,Sholakh
4687,0562946,Captain
4688,0562946,Shrieve
4689,0562946,Leviathan Guard
4690,0811725,Garron
4691,0811725,Unstoffe
4692,0811725,Graff Vynda-K
4693,0811725,Sholakh
4694,0811725,Captain
4695,0811725,Shrieve
4696,0811725,Leviathan Guard
4697,0811726,Garron
4698,0811726,Unstoffe
4699,0811726,Graff Vynda-K
4700,0811726,Sholakh
4701,0811726,Binro
4702,0811726,The Seeker
4703,0811726,Captain
4704,0811726,Shrieve
4705,0811726,Leviathan Guard
4706,0811726,Levithian Guard
4707,0811726,Kro
4708,0811727,Garron
4709,0811727,Unstoffe
4710,0811727,Graff Vynda-K
4711,0811727,Sholakh
4712,0811727,Binro
4713,0811727,The Seeker
4714,0811727,Captain
4715,0811727,Shrieve
4716,0811727,Leviathan Guard
4717,0811727,Kro
4718,0562941,Captain
4719,0562941,Mr. Fibuli
4720,0562941,Balaton
4721,0562941,Pralix
4722,0562941,Kimus
4723,0562941,Mula
4724,0562941,Citizen
4725,0562941,Mentiad
4726,0562941,Guard
4727,0562941,Technican
4728,0562941,Technician
4729,0811719,Captain
4730,0811719,Mr. Fibuli
4731,0811719,Nurse
4732,0811719,Balaton
4733,0811719,Kimus
4734,0811719,Mula
4735,0811719,Mentiad
4736,0811719,Guard
4737,0811719,Technician
4738,0811719,Pralix
4739,0811720,Captain
4740,0811720,Mr. Fibuli
4741,0811720,Nurse
4742,0811720,Kimus
4743,0811720,Mula
4744,0811720,Pralix
4745,0811720,Mentiad
4746,0811720,Guard
4747,0811720,Technician
4748,0811720,Old Queen Xanxia
4749,0811721,Captain
4750,0811721,Nurse
4751,0811721,Mr. Fibuli
4752,0811721,Kimus
4753,0811721,Mula
4754,0811721,Pralix
4755,0811721,Mentiad
4756,0811721,Old Queen Xanxia
4757,0562959,Professor Rumford
4758,0562959,Vivien Fay
4759,0562959,De Vries
4760,0562959,Martha
4761,0562959,White Guardian
4762,0562959,Druid
4763,0811736,Professor Rumford
4764,0811736,Vivien Fay
4765,0811736,De Vries
4766,0811736,Martha
4767,0811737,Professor Rumford
4768,0811737,Vivien Fay
4769,0811737,Megara Voice
4770,0811737,Camper
4771,0811738,Professor Rumford
4772,0811738,Vivien Fay
4773,0811738,Megara Voice
4774,0562889,Count Grendel
4775,0562889,Zadek
4776,0562889,Prince Reynart
4777,0562889,Farrah
4778,0562889,Lamia
4779,0562889,Till
4780,0562889,Court Lady
4781,0562889,Gracht Guard
4782,0562889,Noble
4783,0811859,Count Grendel
4784,0811859,Zadek
4785,0811859,Prince Reynart
4786,0811859,Farrah
4787,0811859,Lamia
4788,0811859,Archimandrite
4789,0811859,Kurster
4790,0811859,Gracht Guard
4791,0811860,Count Grendel
4792,0811860,Zadek
4793,0811860,Prince Reynart
4794,0811860,Farrah
4795,0811860,Lamia
4796,0811860,Archimandrite
4797,0811860,Kurster
4798,0811860,Till
4799,0811860,Gracht Guard
4800,0811861,Count Grendel
4801,0811861,Zadek
4802,0811861,Prince Reynart
4803,0811861,Farrah
4804,0811861,Archimandrite
4805,0811861,Till
4806,0811861,Kurster
4807,0811861,Gracht Guard
4808,0562942,Thawn
4809,0562942,Ranquin
4810,0562942,Fenner
4811,0562942,Rohm-Dutt
4812,0562942,Varlik
4813,0562942,Skart
4814,0562942,Harg
4815,0562942,Mensch
4816,0562942,Swampie Warrior
4817,0811722,Thawn
4818,0811722,Ranquin
4819,0811722,Fenner
4820,0811722,Rohm-Dutt
4821,0811722,Varlik
4822,0811722,Skart
4823,0811722,Harg
4824,0811722,Mensch
4825,0811722,Swampie
4826,0811723,Thawn
4827,0811723,Ranquin
4828,0811723,Fenner
4829,0811723,Rohm-Dutt
4830,0811723,Varlik
4831,0811723,Skart
4832,0811723,Harg
4833,0811724,Thawn
4834,0811724,Ranquin
4835,0811724,Fenner
4836,0811724,Varlik
4837,0811724,Skart
4838,0811724,Rohm-Dutt
4839,0562892,Marshal
4840,0562892,Shapp
4841,0562892,Merak
4842,0562892,'Hero'
4843,0562892,'Heroine'
4844,0562892,Guard
4845,0562892,Mute
4846,0811862,Marshal
4847,0811862,Shapp
4848,0811862,Merak
4849,0811862,Guard
4850,0811863,Marshal
4851,0811863,Shapp
4852,0811863,Merak
4853,0811863,The Shadow
4854,0811863,Technician
4855,0811863,Pilot
4856,0811864,Marshal
4857,0811864,Shapp
4858,0811864,Merak
4859,0811864,The Shadow
4860,0811864,Pilot
4861,0811865,The Shadow
4862,0811865,Drax
4863,0811865,Mute
4864,0811866,Marshal
4865,0811866,The Shadow
4866,0811866,Shapp
4867,0811866,Merak
4868,0811866,The Guardian
4869,0811866,Drax
4870,0811866,Mute
4871,0811866,Pilot
4872,0562840,Tyssan
4873,0562840,Commander Sharrel
4874,0562840,Agella
4875,0562840,Lan
4876,0562840,Dalek Operator
4877,0562840,Giant Romana
4878,0562840,Tiny Romana
4879,0562840,Buxom Romana
4880,0811667,Tyssan
4881,0811667,Commander Sharrel
4882,0811667,Davros
4883,0811667,Agella
4884,0811667,Lan
4885,0811667,Jall
4886,0811667,Veldan
4887,0811667,Dalek Operator
4888,0811667,Daleks
4889,0811667,Prisoner
4890,0811668,Tyssan
4891,0811668,Commander Sharrel
4892,0811668,Davros
4893,0811668,Agella
4894,0811668,Lan
4895,0811668,Dalek Operator
4896,0811668,Daleks
4897,0811668,Movellan
4898,0811668,Prisoner
4899,0811669,Tyssan
4900,0811669,Commander Sharrel
4901,0811669,Davros
4902,0811669,Agella
4903,0811669,Lan
4904,0811669,Movellan Guard
4905,0811669,Jall
4906,0811669,Veldan
4907,0811669,Dalek Operator
4908,0811669,Daleks
4909,0811669,Movellan
4910,0811669,Prisoner
4911,0562835,Countess Scarlioni
4912,0562835,Kerensky
4913,0562835,Hermann
4914,0562835,Louvre Guide
4915,0562835,Louvre Guard
4916,0562835,Cafe Artist
4917,0562835,Customer in Art Gallery
4918,0562835,Thug
4919,0562835,2nd Jagaroth
4920,0562835,Man Exiting at Metro Station
4921,0562835,Louvre Detective
4922,0562835,Plain Clothes Detective in Louvre
4923,0562835,Café Customer
4924,0811662,Countess Scarlioni
4925,0811662,Duggan
4926,0811662,Kerensky
4927,0811662,Hermann
4928,0811662,Soldier
4929,0811663,Countess Scarlioni
4930,0811663,Duggan
4931,0811663,Kerensky
4932,0811663,Hermann
4933,0811663,Soldier
4934,0811663,Louvre Guide
4935,0811663,Man in café
4936,0811664,Countess Scarlioni
4937,0811664,Duggan
4938,0811664,Kerensky
4939,0811664,Hermann
4940,0811664,Art Gallery Visitor
4941,0562900,Adrasta
4942,0562900,Karela
4943,0562900,Huntsman
4944,0562900,Doran
4945,0562900,Tollund
4946,0562900,Torvin
4947,0562900,Edu
4948,0562900,Ainu
4949,0562900,Guard
4950,0562900,Bandit
4951,0811874,Adrasta
4952,0811874,Karela
4953,0811874,Organon
4954,0811874,Torvin
4955,0811874,Edu
4956,0811874,Ainu
4957,0811874,Guardmaster
4958,0811874,Guard
4959,0811874,Huntsman
4960,0811874,Doran
4961,0811875,Adrasta
4962,0811875,Karela
4963,0811875,Organon
4964,0811875,Torvin
4965,0811875,Edu
4966,0811875,Ainu
4967,0811875,Guardmaster
4968,0811875,Guard
4969,0811876,Adrasta
4970,0811876,Karela
4971,0811876,Organon
4972,0811876,Torvin
4973,0811876,Edu
4974,0811876,Ainu
4975,0811876,Huntsman
4976,0562863,Tryst
4977,0562863,Rigg
4978,0562863,Dymond
4979,0562863,Della
4980,0562863,Secker
4981,0562863,Crewman
4982,0562863,Stott
4983,0562863,Extra
4984,0562863,Mandrel
4985,0562863,Passenger
4986,0811817,Tryst
4987,0811817,Rigg
4988,0811817,Dymond
4989,0811817,Della
4990,0811817,Stott
4991,0811817,Fisk
4992,0811817,Costa
4993,0811817,Passenger
4994,0811817,Extra
4995,0811818,Tryst
4996,0811818,Rigg
4997,0811818,Dymond
4998,0811818,Stott
4999,0811818,Fisk
5000,0811818,Costa
5001,0811818,Crewman
5002,0811818,Passenger
5003,0811818,Extra
5004,0811819,Tryst
5005,0811819,Dymond
5006,0811819,Stott
5007,0811819,Della
5008,0811819,Fisk
5009,0811819,Costa
5010,0811819,Crewman
5011,0811819,Extra
5012,0562920,Soldeed
5013,0562920,Sorak
5014,0562920,Pilot
5015,0562920,Co-Pilot
5016,0562920,Nimon
5017,0562920,Teka
5018,0562920,Seth
5019,0562920,Voice of the Nimon
5020,0562920,Enethon
5021,0562920,Skonnos Guard
5022,0562920,Extra
5023,0562920,Main Skonnos
5024,0562920,Guard
5025,0811694,Soldeed
5026,0811694,Sorak
5027,0811694,Teka
5028,0811694,Seth
5029,0811694,Co-Pilot
5030,0811694,Nimon
5031,0811694,Voice of the Nimon
5032,0811694,Enethon
5033,0811694,Skonnos Guard
5034,0811694,Main Skonnos
5035,0811695,Soldeed
5036,0811695,Sorak
5037,0811695,Teka
5038,0811695,Seth
5039,0811695,Co-Pilot
5040,0811695,Nimon
5041,0811695,Voice of the Nimon
5042,0811695,Enethon
5043,0811695,Skonnon Elder
5044,0811695,Main Skonnos
5045,0811696,Soldeed
5046,0811696,Sorak
5047,0811696,Sezom
5048,0811696,Teka
5049,0811696,Seth
5050,0811696,Nimon
5051,0811696,Voice of the Nimons
5052,0811696,Enethon
5053,0811696,Main Skonnos
5054,0811696,Co-Pilot
5055,0562929,Mena
5056,0562929,Morix
5057,0562929,Brock
5058,0562929,Pangol
5059,0562929,Hardin
5060,0562929,Vargos
5061,0562929,Guide
5062,0562929,Klout
5063,0562929,Tannoy Voice
5064,0562929,Zero Gravity Squash Player
5065,0562929,Hardin's Aide
5066,0562929,Foamasi
5067,0562929,Visitor Loman
5068,0562929,Argolin Guide
5069,0562929,Tourist
5070,0811709,Mena
5071,0811709,Pangol
5072,0811709,Brock
5073,0811709,Hardin
5074,0811709,Stimson
5075,0811709,Vargos
5076,0811709,Guide
5077,0811709,Klout
5078,0811709,Generator
5079,0811709,Tannoy
5080,0811710,Mena
5081,0811710,Pangol
5082,0811710,Brock
5083,0811710,Hardin
5084,0811710,Vargos
5085,0811710,Foamasi
5086,0811710,Guide
5087,0811710,Klout
5088,0811710,Generator
5089,0811711,Mena
5090,0811711,Pangol
5091,0811711,Brock
5092,0811711,Hardin
5093,0811711,Vargos
5094,0811711,Foamasi
5095,0811711,Guide
5096,0811711,Klout
5097,0811711,Tannoy
5098,0811711,Pangol Clone
5099,0562860,General Grugger
5100,0562860,Lieutenant Brotadac
5101,0562860,Zastor
5102,0562860,Caris
5103,0562860,Deedrix
5104,0562860,Earthling
5105,0562860,Tigellan Guard
5106,0562860,Gaztak
5107,0562860,Gaztac
5108,0562860,Deon Guard
5109,0562860,Tigellan
5110,0562860,Lexa's Deon
5111,0562860,Lexa's Follower
5112,0811811,General Grugger
5113,0811811,Lieutenant Brotadac
5114,0811811,Zastor
5115,0811811,Caris
5116,0811811,Deedrix
5117,0811811,Earthling
5118,0811811,Tigellan Guard
5119,0811811,Tigellan
5120,0811812,General Grugger
5121,0811812,Lieutenant Brotadac
5122,0811812,Zastor
5123,0811812,Caris
5124,0811812,Deedrix
5125,0811812,Earthling
5126,0811812,Tigellan Guard
5127,0811812,Lexa's Follower
5128,0811813,General Grugger
5129,0811813,Lieutenant Brotadac
5130,0811813,Zastor
5131,0811813,Caris
5132,0811813,Deedrix
5133,0811813,Earthling
5134,0811813,Tigellan Guard
5135,0811813,Lexa's Follower
5136,0562847,Login
5137,0562847,Draith
5138,0562847,Nefred
5139,0562847,Garif
5140,0562847,Dexeter
5141,0562847,Varsh
5142,0562847,Tylos
5143,0562847,Keara
5144,0562847,Omril
5145,0562847,Rysik
5146,0562847,Citizen
5147,0562847,Marshman
5148,0562847,Swimming Teenager
5149,0562847,Humanoid
5150,0562847,Starliner Dweller
5151,0562847,Outler
5152,0811684,Login
5153,0811684,Nefred
5154,0811684,Garif
5155,0811684,Dexeter
5156,0811684,Varsh
5157,0811684,Tylos
5158,0811684,Keara
5159,0811684,Omril
5160,0811684,Marshman
5161,0811684,Marshchild
5162,0811684,Citizen
5163,0811684,Humanoid
5164,0811685,Login
5165,0811685,Dexeter
5166,0811685,Nefred
5167,0811685,Garif
5168,0811685,Varsh
5169,0811685,Tylos
5170,0811685,Keara
5171,0811685,Omril
5172,0811685,Marshman
5173,0811685,Marshchild
5174,0811685,Citizen
5175,0811685,Humanoid
5176,0811686,Login
5177,0811686,Nefred
5178,0811686,Garif
5179,0811686,Varsh
5180,0811686,Keara
5181,0811686,Tylos
5182,0811686,Marshman
5183,0811686,Citizen
5184,0811686,Humanoid
5185,0562880,Aukon
5186,0562880,Camilla
5187,0562880,Zargo
5188,0562880,Ivo
5189,0562880,Marta
5190,0562880,Tarak
5191,0562880,Habris
5192,0562880,Kalmar
5193,0562880,Veros
5194,0562880,Karl
5195,0562880,Peasant
5196,0562880,Rebel
5197,0562880,Guard
5198,0811842,Aukon
5199,0811842,Camilla
5200,0811842,Zargo
5201,0811842,Tarak
5202,0811842,Habris
5203,0811842,Kalmar
5204,0811842,Veros
5205,0811842,Ivo
5206,0811842,Marta
5207,0811842,Peasant
5208,0811843,Aukon
5209,0811843,Camilla
5210,0811843,Zargo
5211,0811843,Tarak
5212,0811843,Ivo
5213,0811843,Kalmar
5214,0811843,Veros
5215,0811843,Roga
5216,0811843,Zoldaz
5217,0811843,Guard
5218,0811844,Aukon
5219,0811844,Camilla
5220,0811844,Zargo
5221,0811844,Tarak
5222,0811844,Habris
5223,0811844,Kalmar
5224,0811844,Veros
5225,0811844,Ivo
5226,0811844,Guard
5227,0562984,Rorvik
5228,0562984,Packard
5229,0562984,Lane
5230,0562984,Aldo
5231,0562984,Royce
5232,0562984,Biroc
5233,0562984,Sagan
5234,0562984,Gundan
5235,0562984,Tharil
5236,0562984,Kilroy
5237,0811770,Rorvik
5238,0811770,Packard
5239,0811770,Lane
5240,0811770,Aldo
5241,0811770,Royce
5242,0811770,Sagan
5243,0811770,Lazlo
5244,0811770,Gundan
5245,0811770,Tharil
5246,0811771,Rorvik
5247,0811771,Packard
5248,0811771,Lane
5249,0811771,Aldo
5250,0811771,Royce
5251,0811771,Sagan
5252,0811771,Biroc
5253,0811771,Lazlo
5254,0811771,Tharil
5255,0811771,Gundan
5256,0811771,Serving Wench
5257,0811771,Female Tharil
5258,0811772,Rorvik
5259,0811772,Packard
5260,0811772,Lane
5261,0811772,Aldo
5262,0811772,Royce
5263,0811772,Sagan
5264,0811772,Biroc
5265,0811772,Lazlo
5266,0811772,Tharil
5267,0562925,Tremas
5268,0562925,Kassia
5269,0562925,The Keeper
5270,0562925,Seron
5271,0562925,Katura
5272,0562925,Luvic
5273,0562925,Neman
5274,0562925,Melkur
5275,0562925,Traken
5276,0562925,Foster
5277,0562925,Foster Guardian
5278,0562925,Citizen
5279,0811705,Tremas
5280,0811705,Kassia
5281,0811705,The Keeper
5282,0811705,Seron
5283,0811705,Katura
5284,0811705,Luvic
5285,0811705,Neman
5286,0811705,Melkur
5287,0811705,Foster Guardian
5288,0811706,Tremas
5289,0811706,Kassia
5290,0811706,Katura
5291,0811706,Luvic
5292,0811706,Neman
5293,0811706,Foster
5294,0811706,Melkur
5295,0811706,Foster Guardian
5296,0811707,Kassia
5297,0811707,Katura
5298,0811707,Luvic
5299,0811707,Neman
5300,0811707,Foster
5301,0811707,Melkur
5302,0811707,Foster Guardian
5303,0562857,Aunt Vanessa
5304,0562857,Detective Inspector
5305,0562857,The Master
5306,0562857,The Watcher
5307,0562857,Policeman with Bike
5308,0562857,Logopolitan
5309,0562857,Policeman
5310,0562857,PC Davis
5311,0811805,The Monitor
5312,0811805,The Master
5313,0811805,Detective Inspector
5314,0811805,The Watcher
5315,0811806,The Monitor
5316,0811806,The Master
5317,0811806,The Watcher
5318,0811807,The Monitor
5319,0811807,The Master
5320,0811807,Security Guard
5321,0811807,Black Guardian
5322,0811807,The Watcher
5323,0811807,Pirate Captain
5324,0811807,Cyberleader
5325,0811807,Pharos Project Boffin
5326,0811807,Davros
5327,0811807,Broton
5328,0562834,The Master
5329,0562834,Head of Security
5330,0562834,Security Guard
5331,0562834,Castrovalvan
5332,0562834,Ambulance Man
5333,0811659,The Master
5334,0811659,Ruther
5335,0811659,Warrior
5336,0811660,Shardovan
5337,0811660,Mergrave
5338,0811660,Ruther
5339,0811660,Child
5340,0811660,Extra
5341,0811660,Warrior
5342,0811660,Castrovalvan Woman
5343,0811661,Shardovan
5344,0811661,Mergrave
5345,0811661,Ruther
5346,0811661,Extra
5347,0811661,Castrovalvan Woman
5348,0562844,Monarch
5349,0562844,Persuasion
5350,0562844,Enlightenment
5351,0562844,Lin Futu
5352,0562844,Kurkutji
5353,0562844,Villagra
5354,0811678,Monarch
5355,0811678,Bigon
5356,0811678,Persuasion
5357,0811678,Enlightenment
5358,0811678,Lin Futu
5359,0811678,Kurkutji
5360,0811678,Villagra
5361,0811678,Aboriginal Man
5362,0811678,Grecian Man
5363,0811678,Grecian Swordsman
5364,0811678,Mayan Dancer
5365,0811678,Chinaman
5366,0811678,Grecian Wrestler
5367,0811679,Monarch
5368,0811679,Bigon
5369,0811679,Persuasion
5370,0811679,Enlightenment
5371,0811679,Lin Futu
5372,0811679,Aboriginal Man
5373,0811679,Grecian Man
5374,0811679,Grecian Swordsman
5375,0811679,Chinaman
5376,0811679,Grecian swordsman
5377,0811680,Monarch
5378,0811680,Bigon
5379,0811680,Persuasion
5380,0811680,Enlightenment
5381,0811680,Lin Futu
5382,0811680,Kurkutji
5383,0811680,Villagra
5384,0811680,Aboriginal Man
5385,0811680,Grecian Swordsman
5386,0811680,Mayan Dancer
5387,0811680,Chinaman
5388,0811680,Grecian Wrestler
5389,0562856,Sanders
5390,0562856,Todd
5391,0562856,Hindle
5392,0562856,Anatta
5393,0562856,Anicca
5394,0562856,Dukkha
5395,0562856,Aris
5396,0562856,Tribe member
5397,0562856,Kinda
5398,0562856,Kinda Tribesman
5399,0562856,2nd Kinda Hostage
5400,0562856,Kinda Child
5401,0562856,1st Kinda Hostage
5402,0811802,Sanders
5403,0811802,Todd
5404,0811802,Panna
5405,0811802,Hindle
5406,0811802,Dukkha
5407,0811802,Aris
5408,0811802,Karuna
5409,0811802,2nd Kinda Hostage
5410,0811802,1st Kinda Hostage
5411,0811802,Kinda Tribesman
5412,0811803,Sanders
5413,0811803,Todd
5414,0811803,Panna
5415,0811803,Hindle
5416,0811803,Trickster
5417,0811803,Aris
5418,0811803,Karuna
5419,0811803,Kinda
5420,0811803,2nd Kinda Hostage
5421,0811803,1st Kinda Hostage
5422,0811803,Kinda Tribesman
5423,0811804,Sanders
5424,0811804,Todd
5425,0811804,Panna
5426,0811804,Hindle
5427,0811804,Aris
5428,0811804,Trickster
5429,0811804,Karuna
5430,0811804,Snake
5431,0811804,Kinda
5432,0811804,Kinda Tribesman
5433,0562972,Richard Mace
5434,0562972,Android
5435,0562972,The Squire
5436,0562972,Charles
5437,0562972,Ralph
5438,0562972,Elizabeth
5439,0562972,Villager
5440,0562972,Miller
5441,0811753,Richard Mace
5442,0811753,Terileptil
5443,0811753,Android
5444,0811753,Villager
5445,0811753,Poacher
5446,0811753,Miller
5447,0811753,Sctyheman
5448,0811754,Richard Mace
5449,0811754,Terileptil
5450,0811754,Android
5451,0811754,Villager
5452,0811754,Headman
5453,0811754,Poacher
5454,0811754,Miller
5455,0811755,Richard Mace
5456,0811755,Terileptil
5457,0811755,Android
5458,0811755,Miller
5459,0562832,Lady Cranleigh
5460,0562832,Sir Robert Muir
5461,0562832,Lord Cranleigh
5462,0562832,Brewster
5463,0562832,Tanner
5464,0562832,Latoni
5465,0562832,The Unknown
5466,0562832,Walk-on
5467,0562832,Extra
5468,0562832,James the footman
5469,0562832,Cricket Player
5470,0562832,Cricketer
5471,0562832,Digby
5472,0811658,Lady Cranleigh
5473,0811658,Sir Robert Muir
5474,0811658,Lord Cranleigh
5475,0811658,Sergeant Markham
5476,0811658,Latoni
5477,0811658,Brewster
5478,0811658,Constable Cummings
5479,0811658,George Cranleigh
5480,0811658,Tanner
5481,0811658,James the Footman
5482,0811658,Police Driver
5483,0811658,Digby
5484,0562842,Scott
5485,0562842,Kyle
5486,0562842,Walters
5487,0562842,Snyder
5488,0562842,Mitchell
5489,0562842,First Trooper
5490,0562842,Second Trooper
5491,0562842,Cyber Leader
5492,0562842,Cyberman
5493,0562842,Trooper
5494,0562842,Soldier Marshall
5495,0562842,Android
5496,0811672,Briggs
5497,0811672,Scott
5498,0811672,Kyle
5499,0811672,Berger
5500,0811672,Ringway
5501,0811672,Cyber Leader
5502,0811672,Cyber Lieutenant
5503,0811672,First Crew Member
5504,0811672,Second Crew Member
5505,0811672,Cyberman
5506,0811672,Trooper
5507,0811672,Soldier Marshall
5508,0811672,Android
5509,0811672,Stevenson
5510,0811672,Lester
5511,0811673,Briggs
5512,0811673,Scott
5513,0811673,Kyle
5514,0811673,Berger
5515,0811673,Ringway
5516,0811673,Cyber Leader
5517,0811673,Cyber Lieutenant
5518,0811673,Cyberman
5519,0811673,Trooper
5520,0811673,Soldier Marshall
5521,0811674,Briggs
5522,0811674,Scott
5523,0811674,Kyle
5524,0811674,Berger
5525,0811674,Cyber Leader
5526,0811674,Cyber Lieutenant
5527,0811674,Cyberman
5528,0811674,Trooper
5529,0811674,Soldier Marshall
5530,0562979,Captain Stapley
5531,0562979,Flight Engineer Scobie
5532,0562979,First Officer Bilton
5533,0562979,Horton
5534,0562979,Sheard
5535,0562979,Captain Urquhart
5536,0562979,Andrews
5537,0562979,Angela Clifford
5538,0562979,Kalid
5539,0562979,Flight Engineer
5540,0562979,Extra
5541,0562979,Policeman
5542,0562979,Dave Culshaw
5543,0562979,Plasmaton
5544,0562979,Businessman Passenger
5545,0562979,Supervisor
5546,0811759,Professor Hayter
5547,0811759,The Master
5548,0811759,Captain Stapley
5549,0811759,Flight Engineer Scobie
5550,0811759,First Officer Bilton
5551,0811759,Angela Clifford
5552,0811759,Melkur
5553,0811759,Plasmaton
5554,0811760,Professor Hayter
5555,0811760,The Master
5556,0811760,Captain Stapley
5557,0811760,Flight Engineer Scobie
5558,0811760,First Officer Bilton
5559,0811760,Angela Clifford
5560,0811760,Anithon
5561,0811760,Zarak
5562,0811761,Professor Hayter
5563,0811761,The Master
5564,0811761,Captain Stapley
5565,0811761,Flight Engineer Scobie
5566,0811761,First Officer Bilton
5567,0811761,Horton
5568,0811761,Sheard
5569,0811761,Flight Engineer
5570,0811761,Tannoy Announcer
5571,0811761,Plasmaton
5572,0562829,Lord President Borusa
5573,0562829,Councillor Hedin
5574,0562829,The Renegade
5575,0562829,The Castellan
5576,0562829,Damon
5577,0562829,Chancellor Thalia
5578,0562829,Cardinal Zorac
5579,0562829,Robin Stuart
5580,0562829,Colin Frazer
5581,0562829,Talor
5582,0562829,Hostel Receptionist
5583,0562829,The Ergon
5584,0562829,Time Lord
5585,0562829,Receptionist
5586,0811651,Lord President Borusa
5587,0811651,Councillor Hedin
5588,0811651,The Renegade
5589,0811651,The Castellan
5590,0811651,Damon
5591,0811651,Chancellor Thalia
5592,0811651,Cardinal Zorac
5593,0811651,Robin Stuart
5594,0811651,Colin Frazer
5595,0811651,The Ergon
5596,0811652,Lord President Borusa
5597,0811652,Councillor Hedin
5598,0811652,Omega
5599,0811652,The Castellan
5600,0811652,Damon
5601,0811652,Chancellor Thalia
5602,0811652,Cardinal Zorac
5603,0811652,Robin Stuart
5604,0811652,Colin Frazer
5605,0811652,The Ergon
5606,0811653,Lord President Borusa
5607,0811653,Omega
5608,0811653,The Castellan
5609,0811653,Damon
5610,0811653,Chancellor Thalia
5611,0811653,Cardinal Zorac
5612,0811653,Robin Stuart
5613,0811653,Colin Frazer
5614,0811653,Hostel Receptionist
5615,0811653,Second Receptionist
5616,0811653,The Ergon
5617,0562878,Ambril
5618,0562878,Tanha
5619,0562878,Dojjen
5620,0562878,Lon
5621,0562878,Dugdale
5622,0562878,Fortune Teller
5623,0562878,Hawker
5624,0562878,Man in Market
5625,0562878,Woman in Market
5626,0562878,Royal Servant
5627,0562878,Lon's Bodyguard
5628,0811839,Ambril
5629,0811839,Tanha
5630,0811839,Lon
5631,0811839,Chela
5632,0811839,Dugdale
5633,0811839,Fortune Teller
5634,0811839,Dinner Guest
5635,0811840,Ambril
5636,0811840,Tanha
5637,0811840,Dojjen
5638,0811840,Lon
5639,0811840,Chela
5640,0811840,Dugdale
5641,0811840,Puppeteer
5642,0811840,Woman Watching Show
5643,0811840,Child Watching Show
5644,0811841,Ambril
5645,0811841,Tanha
5646,0811841,Dojjen
5647,0811841,Lon
5648,0811841,Chela
5649,0811841,Dugdale
5650,0811841,Megaphone Man
5651,0811841,Ceremony Observer
5652,0811841,Ceremonial Attendant Demon
5653,0811841,Ceremonial Snake Holder
5654,0562859,Black Guardian
5655,0562859,Headmaster
5656,0562859,Ibbotson
5657,0562859,Doctor Runciman
5658,0562859,Matron
5659,0562859,Schoolboy
5660,0562859,Police Sergeant
5661,0562859,Van Driver
5662,0562859,Mutant
5663,0811808,Mawdryn
5664,0811808,Black Guardian
5665,0811808,Headmaster
5666,0811808,Ibbotson
5667,0811808,Zygon
5668,0811809,Mawdryn
5669,0811809,Black Guardian
5670,0811809,1st Mutant
5671,0811809,2nd Mutant
5672,0811810,Mawdryn
5673,0811810,Black Guardian
5674,0811810,Doctor Runciman
5675,0811810,1st Mutant
5676,0811810,2nd Mutant
5677,0811810,Young Nyssa
5678,0811810,Mutant
5679,0811810,Young Tegan
5680,0562882,Kari
5681,0562882,Olvir
5682,0562882,Black Guardian
